Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,calc_participation
North Dade,Dade,1903.0,284.0,562.0,98.0,2.0,946.0,37.0,157.0,89.0,0.0,283.0,8.0,7.0,3.0,0.0,18.0,1247.0,65.5
Elberton,Elbert,3798.0,172.0,876.0,278.0,0.0,1326.0,224.0,625.0,414.0,0.0,1263.0,6.0,12.0,4.0,0.0,22.0,2611.0,68.7
Longstreet,Elbert,622.0,105.0,189.0,53.0,0.0,347.0,24.0,52.0,46.0,0.0,122.0,1.0,2.0,0.0,0.0,3.0,472.0,75.9
Eliam,Elbert,748.0,151.0,248.0,70.0,0.0,469.0,30.0,52.0,62.0,0.0,144.0,2.0,1.0,0.0,0.0,3.0,616.0,82.4
Petersburg,Elbert,377.0,110.0,92.0,45.0,0.0,247.0,9.0,16.0,30.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,302.0,80.1
Wyche,Elbert,1095.0,131.0,411.0,88.0,0.0,630.0,48.0,108.0,81.0,0.0,237.0,0.0,0.0,2.0,0.0,2.0,869.0,79.4
Moss-Ruckersville,Elbert,468.0,103.0,127.0,41.0,0.0,271.0,18.0,23.0,42.0,0.0,83.0,1.0,0.0,0.0,0.0,1.0,355.0,75.9
Pike,Elbert,1596.0,229.0,407.0,120.0,0.0,756.0,52.0,175.0,214.0,0.0,441.0,8.0,0.0,3.0,0.0,11.0,1208.0,75.7
Gaines,Elbert,570.0,189.0,125.0,57.0,0.0,371.0,11.0,22.0,22.0,0.0,55.0,6.0,1.0,2.0,0.0,9.0,435.0,76.3
Goshen,Elbert,1612.0,350.0,493.0,119.0,0.0,962.0,68.0,90.0,90.0,0.0,248.0,3.0,2.0,0.0,0.0,5.0,1215.0,75.4
Webbsboro,Elbert,408.0,92.0,116.0,35.0,0.0,243.0,15.0,35.0,27.0,0.0,77.0,1.0,3.0,1.0,0.0,5.0,325.0,79.7
Centerville,Elbert,1011.0,205.0,324.0,75.0,0.0,604.0,30.0,70.0,54.0,0.0,154.0,2.0,2.0,1.0,0.0,5.0,763.0,75.5
Beards Creek,Long,1539.0,213.0,254.0,48.0,1.0,516.0,93.0,146.0,96.0,1.0,336.0,8.0,4.0,0.0,0.0,12.0,864.0,56.1
Rye Patch/Oak Dale,Long,3131.0,341.0,630.0,84.0,5.0,1060.0,79.0,373.0,149.0,0.0,601.0,11.0,15.0,5.0,0.0,31.0,1692.0,54.0
South Ludowici,Long,1392.0,93.0,210.0,25.0,0.0,328.0,67.0,176.0,83.0,3.0,329.0,3.0,3.0,3.0,0.0,9.0,666.0,47.8
North Ludowici,Long,2281.0,158.0,400.0,66.0,3.0,627.0,101.0,313.0,112.0,0.0,526.0,8.0,14.0,4.0,0.0,26.0,1179.0,51.7
Tibet,Long,920.0,151.0,269.0,31.0,0.0,451.0,22.0,51.0,16.0,0.0,89.0,1.0,4.0,1.0,0.0,6.0,546.0,59.3
Alma Flournoy,Long,298.0,70.0,96.0,7.0,1.0,174.0,6.0,11.0,15.0,1.0,33.0,0.0,2.0,1.0,0.0,3.0,210.0,70.5
Faith Baptist Annex,Long,909.0,100.0,243.0,29.0,0.0,372.0,11.0,78.0,29.0,1.0,119.0,2.0,6.0,0.0,0.0,8.0,499.0,54.9
Coleman,Randolph,229.0,28.0,46.0,16.0,0.0,90.0,28.0,37.0,14.0,1.0,80.0,1.0,0.0,1.0,0.0,2.0,172.0,75.1
Shellman,Randolph,929.0,136.0,166.0,56.0,0.0,358.0,142.0,87.0,101.0,1.0,331.0,1.0,0.0,0.0,0.0,1.0,690.0,74.3
Benevolence,Randolph,354.0,58.0,103.0,18.0,0.0,179.0,31.0,30.0,16.0,0.0,77.0,1.0,0.0,0.0,0.0,1.0,257.0,72.6
Cuthbert-Courthouse,Randolph,2253.0,74.0,504.0,112.0,0.0,690.0,125.0,460.0,248.0,0.0,833.0,2.0,3.0,1.0,0.0,6.0,1529.0,67.9
Cuthbert,Randolph,323.0,3.0,6.0,2.0,0.0,11.0,49.0,130.0,45.0,1.0,225.0,0.0,1.0,0.0,0.0,1.0,237.0,73.4
Springvale,Randolph,253.0,22.0,31.0,10.0,0.0,63.0,27.0,58.0,40.0,0.0,125.0,1.0,0.0,0.0,0.0,1.0,189.0,74.7
Senior Center,Stephens,0.0,1234.0,6765.0,1365.0,4.0,9368.0,291.0,1288.0,806.0,0.0,2385.0,33.0,75.0,24.0,0.0,132.0,11885.0,
Butts County Admin Bldg,Butts,17154.0,824.0,6443.0,1137.0,2.0,8406.0,376.0,1924.0,973.0,1.0,3274.0,22.0,49.0,20.0,0.0,91.0,11771.0,68.6
Folkston,Charlton,2420.0,135.0,478.0,98.0,0.0,711.0,185.0,447.0,212.0,0.0,844.0,8.0,10.0,4.0,0.0,22.0,1577.0,65.2
GA Bend,Charlton,509.0,232.0,56.0,44.0,0.0,332.0,7.0,12.0,2.0,0.0,21.0,1.0,0.0,1.0,0.0,2.0,355.0,69.7
St George,Charlton,661.0,232.0,137.0,48.0,1.0,418.0,7.0,4.0,11.0,0.0,22.0,1.0,0.0,0.0,0.0,1.0,441.0,66.7
American Legion,Charlton,748.0,134.0,341.0,60.0,0.0,535.0,7.0,26.0,21.0,0.0,54.0,1.0,4.0,1.0,0.0,6.0,595.0,79.5
Homeland,Charlton,864.0,155.0,329.0,54.0,0.0,538.0,17.0,34.0,13.0,0.0,64.0,2.0,1.0,0.0,0.0,3.0,605.0,70.0
Folkston Fire,Charlton,767.0,75.0,358.0,53.0,0.0,486.0,2.0,37.0,21.0,0.0,60.0,3.0,4.0,1.0,0.0,8.0,554.0,72.2
Racepond,Charlton,266.0,70.0,105.0,18.0,1.0,194.0,2.0,12.0,6.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,215.0,80.8
Winokur,Charlton,317.0,91.0,92.0,22.0,0.0,205.0,6.0,4.0,8.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,224.0,70.7
Cecil,Cook,1899.0,135.0,450.0,52.0,0.0,637.0,104.0,290.0,119.0,1.0,514.0,8.0,6.0,1.0,0.0,15.0,1166.0,61.4
Delle Beamguard,Cook,2446.0,206.0,897.0,146.0,0.0,1249.0,86.0,198.0,120.0,0.0,404.0,4.0,10.0,5.0,0.0,19.0,1672.0,68.4
Elm Pine,Cook,531.0,6.0,8.0,3.0,0.0,17.0,82.0,105.0,73.0,0.0,260.0,0.0,5.0,0.0,0.0,5.0,282.0,53.1
Lenox,Cook,1275.0,241.0,392.0,69.0,0.0,702.0,79.0,66.0,35.0,0.0,180.0,6.0,1.0,1.0,0.0,8.0,890.0,69.8
Massee,Cook,919.0,100.0,386.0,35.0,0.0,521.0,15.0,79.0,25.0,0.0,119.0,0.0,5.0,0.0,0.0,5.0,645.0,70.2
New Life Baptist Church,Cook,1233.0,235.0,471.0,55.0,0.0,761.0,22.0,61.0,30.0,0.0,113.0,4.0,5.0,2.0,0.0,11.0,885.0,71.8
Riverbend,Cook,1280.0,125.0,573.0,101.0,0.0,799.0,17.0,75.0,35.0,0.0,127.0,2.0,4.0,1.0,0.0,7.0,933.0,72.9
Sparks,Cook,1049.0,65.0,124.0,25.0,0.0,214.0,133.0,134.0,75.0,0.0,342.0,2.0,0.0,4.0,0.0,6.0,562.0,53.6
Burnt Hickory Park,Paulding,6242.0,619.0,2801.0,611.0,5.0,4036.0,119.0,489.0,296.0,1.0,905.0,23.0,33.0,10.0,0.0,66.0,5007.0,80.2
Crossroads Library,Paulding,3662.0,319.0,1478.0,408.0,1.0,2206.0,103.0,425.0,362.0,1.0,891.0,9.0,23.0,10.0,0.0,42.0,3139.0,85.7
Shelton Elementary,Paulding,5095.0,469.0,1641.0,424.0,3.0,2537.0,179.0,809.0,474.0,2.0,1464.0,8.0,16.0,13.0,0.0,37.0,4038.0,79.3
Russom Elementary,Paulding,8243.0,706.0,2767.0,992.0,4.0,4469.0,220.0,1052.0,955.0,2.0,2229.0,19.0,39.0,31.0,1.0,90.0,6788.0,82.3
Paulding Sr Center,Paulding,5972.0,511.0,1838.0,405.0,6.0,2760.0,196.0,876.0,561.0,3.0,1636.0,20.0,35.0,17.0,0.0,72.0,4468.0,74.8
Legacy Bapt Church,Paulding,4443.0,313.0,1084.0,454.0,1.0,1852.0,147.0,615.0,457.0,4.0,1223.0,16.0,20.0,12.0,0.0,48.0,3123.0,70.3
Watson Govt Cmplx,Paulding,10774.0,642.0,2750.0,833.0,8.0,4233.0,388.0,1600.0,1009.0,3.0,3000.0,39.0,59.0,28.0,0.0,126.0,7359.0,68.3
West Ridge Church,Paulding,11546.0,1035.0,3651.0,1166.0,4.0,5856.0,336.0,1302.0,1019.0,1.0,2658.0,29.0,62.0,32.0,0.0,123.0,8637.0,74.8
Events Place,Paulding,4923.0,229.0,753.0,296.0,3.0,1281.0,249.0,1182.0,792.0,3.0,2226.0,18.0,15.0,7.0,0.0,40.0,3547.0,72.0
Poplar Sprgs Bapt Church,Paulding,4825.0,270.0,954.0,292.0,0.0,1516.0,249.0,1004.0,589.0,1.0,1843.0,8.0,14.0,12.0,0.0,34.0,3393.0,70.3
D Wright Innovation Ctr,Paulding,7137.0,503.0,2230.0,381.0,2.0,3116.0,251.0,1076.0,629.0,1.0,1957.0,14.0,31.0,13.0,0.0,58.0,5131.0,71.9
Nebo Elem School,Paulding,10070.0,1097.0,3269.0,763.0,4.0,5133.0,290.0,950.0,711.0,7.0,1958.0,30.0,68.0,23.0,0.0,121.0,7212.0,71.6
White Oak Park,Paulding,5833.0,500.0,1649.0,433.0,6.0,2588.0,221.0,758.0,496.0,3.0,1478.0,24.0,26.0,16.0,0.0,66.0,4132.0,70.8
Mulberry Rock Park,Paulding,5911.0,703.0,2345.0,574.0,4.0,3626.0,123.0,384.0,279.0,1.0,787.0,7.0,21.0,8.0,0.0,36.0,4449.0,75.3
Beulahland Baptist Church,Paulding,2547.0,364.0,897.0,185.0,3.0,1449.0,58.0,199.0,140.0,0.0,397.0,9.0,11.0,4.0,0.0,24.0,1870.0,73.4
Paulding County Airport,Paulding,4132.0,543.0,1339.0,325.0,3.0,2210.0,105.0,338.0,246.0,2.0,691.0,24.0,21.0,12.0,0.0,57.0,2958.0,71.6
Picketts Mill Baptist Church,Paulding,2748.0,300.0,957.0,269.0,0.0,1526.0,75.0,294.0,281.0,1.0,651.0,12.0,7.0,10.0,0.0,29.0,2206.0,80.3
Taylor Farm Park,Paulding,2761.0,169.0,783.0,290.0,0.0,1242.0,110.0,414.0,220.0,1.0,745.0,4.0,8.0,3.0,0.0,15.0,2002.0,72.5
Dobbins Middle School,Paulding,8081.0,418.0,1988.0,481.0,2.0,2889.0,344.0,1609.0,1009.0,3.0,2965.0,14.0,41.0,17.0,0.0,72.0,5926.0,73.3
Bluffton,Clay,383.0,43.0,100.0,30.0,0.0,173.0,13.0,44.0,34.0,0.0,91.0,3.0,0.0,1.0,0.0,4.0,268.0,70.0
Zetto,Clay,366.0,15.0,55.0,11.0,0.0,81.0,38.0,76.0,57.0,0.0,171.0,2.0,0.0,0.0,0.0,2.0,254.0,69.4
Court House,Clay,390.0,10.0,34.0,9.0,0.0,53.0,54.0,86.0,59.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,252.0,64.6
Old Head Start,Clay,453.0,26.0,86.0,18.0,0.0,130.0,35.0,63.0,81.0,0.0,179.0,0.0,0.0,1.0,0.0,1.0,310.0,68.4
Days Cross Road,Clay,461.0,37.0,126.0,37.0,0.0,200.0,25.0,60.0,65.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,350.0,75.9
Sharon,Taliaferro,253.0,37.0,29.0,5.0,0.0,71.0,32.0,35.0,46.0,1.0,114.0,4.0,0.0,0.0,0.0,4.0,189.0,74.7
Crawfordville,Taliaferro,992.0,59.0,171.0,59.0,0.0,289.0,68.0,188.0,191.0,0.0,447.0,0.0,2.0,1.0,0.0,3.0,739.0,74.5
Sugar Valley,Gordon,1471.0,436.0,360.0,94.0,1.0,891.0,31.0,41.0,44.0,0.0,116.0,3.0,2.0,0.0,0.0,5.0,1012.0,68.8
Plainville,Gordon,2044.0,528.0,456.0,131.0,3.0,1118.0,59.0,67.0,71.0,0.0,197.0,7.0,4.0,0.0,0.0,11.0,1326.0,64.9
Sonoraville,Gordon,5380.0,1145.0,1711.0,388.0,2.0,3246.0,125.0,207.0,165.0,0.0,497.0,19.0,12.0,7.0,0.0,38.0,3781.0,70.3
Pine Chapel,Gordon,1071.0,324.0,261.0,59.0,0.0,644.0,20.0,27.0,37.0,0.0,84.0,4.0,1.0,2.0,0.0,7.0,735.0,68.6
Oostanaula,Gordon,667.0,218.0,117.0,68.0,0.0,403.0,29.0,30.0,34.0,0.0,93.0,3.0,0.0,0.0,0.0,3.0,499.0,74.8
Oakman,Gordon,1439.0,444.0,255.0,91.0,0.0,790.0,31.0,39.0,46.0,0.0,116.0,2.0,0.0,2.0,0.0,4.0,910.0,63.2
Gordon County,Gordon,6423.0,843.0,1910.0,471.0,3.0,3227.0,159.0,372.0,238.0,0.0,769.0,6.0,16.0,3.0,0.0,25.0,4021.0,62.6
Calhoun City,Gordon,9532.0,947.0,2634.0,651.0,1.0,4233.0,333.0,814.0,554.0,1.0,1702.0,38.0,30.0,21.0,0.0,89.0,6024.0,63.2
Lily Pond,Gordon,1914.0,358.0,590.0,149.0,0.0,1097.0,43.0,78.0,82.0,0.0,203.0,6.0,1.0,4.0,0.0,11.0,1311.0,68.5
Fairmount,Gordon,1991.0,686.0,356.0,171.0,2.0,1215.0,57.0,36.0,55.0,0.0,148.0,7.0,5.0,5.0,0.0,17.0,1380.0,69.3
Red Bud,Gordon,2965.0,658.0,891.0,153.0,1.0,1703.0,77.0,154.0,101.0,0.0,332.0,6.0,10.0,5.0,0.0,21.0,2056.0,69.3
Resaca,Gordon,1532.0,399.0,325.0,112.0,2.0,838.0,39.0,51.0,37.0,0.0,127.0,6.0,5.0,2.0,0.0,13.0,978.0,63.8
Cobbtown,Tattnall,761.0,207.0,161.0,68.0,0.0,436.0,44.0,29.0,26.0,0.0,99.0,2.0,1.0,1.0,0.0,4.0,539.0,70.8
Shiloh,Tattnall,1111.0,91.0,233.0,46.0,0.0,370.0,29.0,105.0,48.0,0.0,182.0,3.0,1.0,0.0,0.0,4.0,556.0,50.0
Collins,Tattnall,1482.0,196.0,498.0,89.0,0.0,783.0,31.0,122.0,74.0,0.0,227.0,1.0,1.0,1.0,0.0,3.0,1013.0,68.4
Manassas,Tattnall,265.0,74.0,62.0,9.0,0.0,145.0,21.0,19.0,11.0,0.0,51.0,2.0,0.0,0.0,0.0,2.0,198.0,74.7
District II,Tattnall,2500.0,199.0,747.0,127.0,0.0,1073.0,91.0,334.0,107.0,0.0,532.0,2.0,7.0,1.0,0.0,10.0,1615.0,64.6
East Glennville,Tattnall,2506.0,289.0,872.0,244.0,0.0,1405.0,63.0,191.0,111.0,0.0,365.0,13.0,9.0,6.0,0.0,28.0,1798.0,71.7
District IV,Tattnall,2497.0,263.0,799.0,159.0,0.0,1221.0,118.0,246.0,148.0,0.0,512.0,10.0,2.0,0.0,0.0,12.0,1745.0,69.9
District V,Tattnall,1062.0,217.0,327.0,76.0,0.0,620.0,15.0,57.0,21.0,0.0,93.0,1.0,4.0,1.0,0.0,6.0,719.0,67.7
Lockhart,Bulloch,720.0,244.0,107.0,32.0,2.0,385.0,43.0,51.0,56.0,0.0,150.0,2.0,0.0,1.0,0.0,3.0,538.0,74.7
Emit,Bulloch,3360.0,543.0,833.0,243.0,1.0,1620.0,150.0,367.0,239.0,1.0,757.0,17.0,23.0,9.0,0.0,49.0,2426.0,72.2
Statesboro,Bulloch,6312.0,386.0,1158.0,360.0,3.0,1907.0,420.0,1002.0,641.0,11.0,2074.0,22.0,20.0,17.0,0.0,59.0,4040.0,64.0
Portal,Bulloch,1735.0,439.0,285.0,115.0,0.0,839.0,94.0,96.0,119.0,0.0,309.0,4.0,2.0,4.0,0.0,10.0,1158.0,66.7
Fair,Bulloch,6335.0,479.0,1634.0,442.0,4.0,2559.0,264.0,895.0,540.0,6.0,1705.0,28.0,31.0,15.0,1.0,75.0,4339.0,68.5
Church,Bulloch,5793.0,383.0,999.0,354.0,1.0,1737.0,371.0,898.0,712.0,7.0,1988.0,28.0,20.0,15.0,0.0,63.0,3788.0,65.4
Pittman Park,Bulloch,5279.0,303.0,517.0,172.0,0.0,992.0,438.0,930.0,353.0,4.0,1725.0,33.0,35.0,7.0,0.0,75.0,2792.0,52.9
Leefield,Bulloch,1000.0,361.0,201.0,67.0,1.0,630.0,39.0,39.0,33.0,1.0,112.0,8.0,3.0,2.0,0.0,13.0,755.0,75.5
Blitch,Bulloch,1947.0,449.0,511.0,167.0,2.0,1129.0,66.0,178.0,153.0,1.0,398.0,3.0,8.0,1.0,0.0,12.0,1539.0,79.0
Hagin,Bulloch,2403.0,447.0,474.0,154.0,4.0,1079.0,135.0,227.0,212.0,1.0,575.0,8.0,4.0,2.0,0.0,14.0,1668.0,69.4
Brooklet,Bulloch,3351.0,687.0,945.0,246.0,2.0,1880.0,121.0,276.0,166.0,2.0,565.0,16.0,14.0,5.0,0.0,35.0,2480.0,74.0
Stilson,Bulloch,2137.0,622.0,434.0,136.0,1.0,1193.0,59.0,87.0,90.0,0.0,236.0,5.0,4.0,2.0,0.0,11.0,1440.0,67.4
Bay,Bulloch,1610.0,530.0,346.0,111.0,0.0,987.0,65.0,70.0,68.0,0.0,203.0,8.0,1.0,3.0,0.0,12.0,1202.0,74.7
Nevils,Bulloch,1299.0,382.0,259.0,99.0,0.0,740.0,50.0,60.0,58.0,1.0,169.0,5.0,3.0,4.0,0.0,12.0,921.0,70.9
Sinkhole,Bulloch,488.0,186.0,66.0,46.0,0.0,298.0,25.0,12.0,23.0,0.0,60.0,1.0,1.0,0.0,0.0,2.0,360.0,73.8
Register,Bulloch,969.0,212.0,141.0,56.0,2.0,411.0,75.0,75.0,67.0,0.0,217.0,4.0,6.0,0.0,0.0,10.0,638.0,65.8
Dawson,Terrell,3043.0,79.0,270.0,90.0,0.0,439.0,311.0,619.0,504.0,0.0,1434.0,6.0,6.0,7.0,0.0,19.0,1892.0,62.2
Sasser,Terrell,1355.0,178.0,393.0,66.0,0.0,637.0,75.0,143.0,92.0,0.0,310.0,6.0,1.0,3.0,0.0,10.0,957.0,70.6
Bronwood,Terrell,885.0,124.0,150.0,41.0,0.0,315.0,66.0,104.0,111.0,0.0,281.0,1.0,1.0,1.0,0.0,3.0,599.0,67.7
Parrott,Terrell,412.0,119.0,70.0,17.0,0.0,206.0,53.0,24.0,37.0,0.0,114.0,0.0,1.0,0.0,0.0,1.0,321.0,77.9
Graves,Terrell,598.0,112.0,135.0,42.0,0.0,289.0,29.0,53.0,63.0,1.0,146.0,1.0,0.0,0.0,0.0,1.0,436.0,72.9
Herod-Dover,Terrell,301.0,53.0,51.0,14.0,0.0,118.0,33.0,26.0,32.0,0.0,91.0,1.0,0.0,1.0,0.0,2.0,211.0,70.1
1-01C First Presbyterian Church,Chatham,3187.0,318.0,392.0,242.0,0.0,952.0,207.0,679.0,711.0,0.0,1597.0,15.0,8.0,9.0,0.0,32.0,2581.0,81.0
1-05C JEA Building,Chatham,2106.0,206.0,241.0,147.0,1.0,595.0,162.0,408.0,379.0,0.0,949.0,14.0,9.0,8.0,1.0,32.0,1576.0,74.8
1-06C Central Church of Christ,Chatham,2035.0,339.0,300.0,214.0,1.0,854.0,110.0,259.0,333.0,2.0,704.0,17.0,3.0,9.0,0.0,29.0,1587.0,78.0
1-08C Grace United Methodist Church,Chatham,1667.0,286.0,207.0,135.0,0.0,628.0,129.0,242.0,215.0,1.0,587.0,4.0,3.0,3.0,0.0,10.0,1225.0,73.5
1-09C Immanuel Baptist Church,Chatham,739.0,81.0,60.0,37.0,3.0,181.0,70.0,95.0,100.0,0.0,265.0,2.0,0.0,3.0,0.0,5.0,451.0,61.0
1-10C St Thomas Episcopal Church,Chatham,1101.0,319.0,166.0,140.0,1.0,626.0,70.0,105.0,125.0,0.0,300.0,12.0,2.0,2.0,1.0,17.0,943.0,85.6
1-12C Isle of Hope Baptist,Chatham,1909.0,483.0,363.0,233.0,1.0,1080.0,117.0,198.0,229.0,0.0,544.0,9.0,1.0,6.0,0.0,16.0,1640.0,85.9
1-13C The Sanctuary,Chatham,1396.0,246.0,236.0,106.0,1.0,589.0,92.0,141.0,181.0,0.0,414.0,5.0,7.0,2.0,0.0,14.0,1017.0,72.9
1-14C Compassion Christian Church,Chatham,1718.0,240.0,349.0,195.0,1.0,785.0,74.0,181.0,233.0,0.0,488.0,8.0,3.0,8.0,0.0,19.0,1292.0,75.2
1-16C Ferguson Ave Baptist,Chatham,2905.0,583.0,640.0,269.0,5.0,1497.0,140.0,217.0,231.0,1.0,589.0,10.0,7.0,7.0,0.0,24.0,2110.0,72.6
1-17C Islands Christian Church,Chatham,3136.0,447.0,811.0,408.0,0.0,1666.0,118.0,260.0,481.0,1.0,860.0,15.0,12.0,8.0,0.0,35.0,2561.0,81.7
2-02C Blackshear Community Center,Chatham,1714.0,44.0,74.0,42.0,1.0,161.0,212.0,264.0,229.0,8.0,713.0,10.0,2.0,9.0,0.0,21.0,895.0,52.2
2-03C W W Law Center,Chatham,1609.0,48.0,49.0,18.0,0.0,115.0,202.0,253.0,251.0,1.0,707.0,12.0,8.0,4.0,1.0,25.0,847.0,52.6
2-04C Fellowship of Love Church,Chatham,3178.0,59.0,41.0,29.0,0.0,129.0,428.0,610.0,607.0,2.0,1647.0,9.0,8.0,6.0,0.0,23.0,1799.0,56.6
2-05C Holy Spirit Lutheran Church,Chatham,2079.0,54.0,54.0,26.0,1.0,135.0,273.0,492.0,355.0,3.0,1123.0,14.0,3.0,5.0,0.0,22.0,1280.0,61.6
2-06C Eli Whitney Complex,Chatham,759.0,29.0,31.0,5.0,0.0,65.0,122.0,111.0,99.0,3.0,335.0,2.0,3.0,2.0,0.0,7.0,407.0,53.6
2-07C Christ Community Church,Chatham,2808.0,94.0,78.0,48.0,0.0,220.0,343.0,570.0,431.0,3.0,1347.0,9.0,8.0,5.0,0.0,22.0,1589.0,56.6
2-09C Salvation Army,Chatham,3342.0,100.0,102.0,54.0,0.0,256.0,376.0,720.0,642.0,4.0,1742.0,17.0,5.0,5.0,0.0,27.0,2025.0,60.6
2-11C Stillwell Towers,Chatham,1900.0,66.0,65.0,32.0,0.0,163.0,295.0,268.0,273.0,3.0,839.0,10.0,1.0,1.0,0.0,12.0,1014.0,53.4
2-12C Williams Court Apts,Chatham,1683.0,56.0,53.0,14.0,0.0,123.0,182.0,339.0,298.0,4.0,823.0,10.0,9.0,7.0,0.0,26.0,972.0,57.8
3-01C Old Courthouse,Chatham,458.0,48.0,38.0,36.0,0.0,122.0,22.0,74.0,79.0,1.0,176.0,2.0,0.0,2.0,0.0,4.0,302.0,65.9
3-02C Temple Mickve Israel,Chatham,1598.0,124.0,185.0,99.0,2.0,410.0,79.0,312.0,317.0,1.0,709.0,9.0,2.0,2.0,0.0,13.0,1132.0,70.8
3-03C Savannah High School,Chatham,1185.0,14.0,30.0,20.0,0.0,64.0,199.0,204.0,130.0,4.0,537.0,2.0,2.0,3.0,1.0,8.0,609.0,51.4
3-04C First African Baptist Church,Chatham,1558.0,35.0,14.0,14.0,0.0,63.0,308.0,246.0,244.0,0.0,798.0,6.0,1.0,3.0,0.0,10.0,871.0,55.9
3-05C Aldersgate Youth Center,Chatham,2107.0,121.0,117.0,62.0,0.0,300.0,260.0,341.0,281.0,2.0,884.0,13.0,3.0,5.0,0.0,21.0,1205.0,57.2
3-08C Jenkins High School,Chatham,1210.0,82.0,93.0,42.0,0.0,217.0,126.0,245.0,194.0,0.0,565.0,5.0,2.0,3.0,0.0,10.0,792.0,65.5
3-09C Cokesbury Methodist,Chatham,664.0,166.0,76.0,52.0,2.0,296.0,60.0,75.0,87.0,0.0,222.0,8.0,1.0,3.0,0.0,12.0,530.0,79.8
3-10C Bible Baptist Church,Chatham,2640.0,108.0,69.0,43.0,0.0,220.0,380.0,527.0,460.0,2.0,1369.0,13.0,3.0,4.0,0.0,20.0,1609.0,60.9
3-11C Southside Baptist Church,Chatham,1481.0,61.0,64.0,36.0,1.0,162.0,230.0,267.0,208.0,2.0,707.0,7.0,1.0,4.0,0.0,12.0,881.0,59.5
3-12C Thunderbolt Muni Complex,Chatham,1678.0,258.0,184.0,86.0,0.0,528.0,178.0,205.0,245.0,1.0,629.0,11.0,3.0,4.0,0.0,18.0,1175.0,70.0
3-13C New Cov 7 Day Adv Ch,Chatham,2303.0,165.0,230.0,130.0,0.0,525.0,211.0,373.0,259.0,2.0,845.0,4.0,5.0,5.0,0.0,14.0,1384.0,60.1
3-14C Oglethorpe Charter Academy,Chatham,2381.0,88.0,163.0,93.0,0.0,344.0,250.0,478.0,457.0,1.0,1186.0,1.0,1.0,4.0,0.0,6.0,1536.0,64.5
3-15C Eli Whitney Complex,Chatham,816.0,57.0,125.0,96.0,0.0,278.0,65.0,132.0,164.0,0.0,361.0,3.0,3.0,2.0,0.0,8.0,647.0,79.3
4-02C Frank Murray Comm Center,Chatham,2472.0,332.0,531.0,181.0,0.0,1044.0,108.0,251.0,288.0,0.0,647.0,12.0,8.0,6.0,0.0,26.0,1717.0,69.5
4-04C Lighthouse Baptist Church,Chatham,2470.0,478.0,511.0,231.0,2.0,1222.0,98.0,205.0,303.0,2.0,608.0,12.0,6.0,5.0,0.0,23.0,1853.0,75.0
4-05C St Francis Episcopal Church,Chatham,2244.0,464.0,457.0,203.0,1.0,1125.0,136.0,206.0,259.0,0.0,601.0,16.0,10.0,10.0,0.0,36.0,1762.0,78.5
4-06C First Baptist of the Island,Chatham,2252.0,449.0,553.0,221.0,3.0,1226.0,111.0,175.0,245.0,0.0,531.0,15.0,8.0,5.0,0.0,28.0,1785.0,79.3
4-07C Wilmington Island UMC,Chatham,3370.0,532.0,730.0,302.0,4.0,1568.0,142.0,301.0,464.0,0.0,907.0,16.0,7.0,5.0,0.0,28.0,2503.0,74.3
4-08C Wilmington Island Pres Church,Chatham,2678.0,518.0,656.0,322.0,1.0,1497.0,112.0,218.0,338.0,1.0,669.0,16.0,8.0,11.0,0.0,35.0,2201.0,82.2
4-10C Guard House Comm Ctr,Chatham,1469.0,343.0,212.0,118.0,1.0,674.0,141.0,146.0,183.0,1.0,471.0,10.0,2.0,4.0,1.0,17.0,1162.0,79.1
4-11C Tybee Island School Cafe,Chatham,1640.0,481.0,169.0,121.0,1.0,772.0,187.0,113.0,188.0,1.0,489.0,4.0,0.0,6.0,0.0,10.0,1271.0,77.5
4-12C St Peters Episcopal,Chatham,2294.0,549.0,446.0,355.0,3.0,1353.0,117.0,163.0,338.0,0.0,618.0,10.0,2.0,4.0,0.0,16.0,1987.0,86.6
4-13C Skidaway Island Pres Church,Chatham,2469.0,470.0,469.0,434.0,2.0,1375.0,92.0,224.0,422.0,1.0,739.0,13.0,1.0,5.0,0.0,19.0,2133.0,86.4
